Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Post_Semester_GPA,Skill_Retention_Score
124255,Arts,Freshman,3.728,1.95,Debugging/Troubleshooting,4.0,100.0
124256,Business,Senior,3.194,2.5,Ideation,3.182,74.05
124257,Business,Freshman,3.326,1.57,Debugging/Troubleshooting,3.756,81.18
124258,STEM,Junior,2.928,7.91,Summarizing_Reading,3.138,89.37
124259,Medical,Sophomore,3.623,4.4,Summarizing_Reading,4.0,91.9
124260,STEM,Senior,3.54,1.53,Direct_Answer_Generation,3.615,81.28
124261,Business,Junior,3.411,0.09,Copywriting/Drafting,3.534,71.05
124262,Humanities,Graduate,3.31,0.88,Copywriting/Drafting,3.648,82.23
124263,Humanities,Graduate,2.779,4.15,Copywriting/Drafting,3.107,64.59
124264,Business,Sophomore,3.279,4.42,Summarizing_Reading,3.298,75.39
124265,Medical,Junior,2.601,0.03,Debugging/Troubleshooting,2.847,77.44
124266,Humanities,Sophomore,2.64,4.45,Copywriting/Drafting,2.627,65.2
124267,Medical,Senior,2.731,3.9,Summarizing_Reading,2.927,88.89
124268,Business,Junior,3.236,5.25,Ideation,3.419,79.62
124269,STEM,Freshman,2.39,14.1,Debugging/Troubleshooting,2.893,97.21
124270,STEM,Senior,2.913,17.28,Direct_Answer_Generation,3.034,51.53
124271,Business,Freshman,2.782,14.64,Ideation,2.869,73.46
124272,STEM,Sophomore,3.256,25.62,Summarizing_Reading,3.35,39.25
124273,Humanities,Graduate,3.627,5.42,Copywriting/Drafting,3.787,80.28
124274,STEM,Freshman,3.479,4.93,Ideation,3.909,59.96
124275,Humanities,Junior,2.8,0.17,Summarizing_Reading,2.879,100.0
124276,Business,Senior,2.964,17.57,Summarizing_Reading,3.413,52.21
124277,Humanities,Graduate,3.24,1.66,Ideation,3.409,91.71
124278,STEM,Junior,2.615,13.86,Debugging/Troubleshooting,3.114,76.95
124279,STEM,Freshman,3.74,1.16,Ideation,3.861,84.01
124280,Humanities,Graduate,3.115,16.34,Direct_Answer_Generation,3.38,60.75
124281,STEM,Senior,3.104,4.31,Direct_Answer_Generation,3.003,69.45
124282,Business,Sophomore,2.995,0.21,Copywriting/Drafting,3.009,80.09
124283,Business,Sophomore,2.722,1.37,Debugging/Troubleshooting,2.752,67.74
124284,STEM,Freshman,3.116,4.79,Debugging/Troubleshooting,3.303,69.89
124285,Humanities,Freshman,2.208,2.79,Copywriting/Drafting,2.445,56.45
124286,Humanities,Senior,3.575,0.85,Direct_Answer_Generation,3.887,78.86
124287,Humanities,Freshman,3.179,2.76,Direct_Answer_Generation,3.103,59.65
124288,Business,Freshman,3.819,3.54,Summarizing_Reading,4.0,74.67
124289,Humanities,Freshman,2.706,9.23,Copywriting/Drafting,2.854,74.89
124290,Humanities,Sophomore,3.717,0.24,Copywriting/Drafting,3.899,77.35
124291,Arts,Freshman,2.97,1.16,Ideation,2.985,50.68
124292,STEM,Graduate,2.555,2.48,Debugging/Troubleshooting,3.057,58.99
124293,Business,Sophomore,3.526,4.66,Direct_Answer_Generation,3.7,55.87
124294,Business,Graduate,2.038,1.13,Copywriting/Drafting,2.219,90.11
124295,Humanities,Graduate,3.774,0.01,Debugging/Troubleshooting,3.641,82.51
124296,Business,Senior,3.147,12.99,Copywriting/Drafting,3.023,74.01
124297,Business,Freshman,3.231,1.6,Ideation,3.215,100.0
124298,Humanities,Sophomore,3.108,13.79,Copywriting/Drafting,3.453,73.66
124299,Business,Sophomore,3.309,14.44,Ideation,3.63,55.54
124300,Arts,Junior,3.615,2.36,Summarizing_Reading,3.855,60.37
124301,Medical,Freshman,3.409,2.43,Summarizing_Reading,3.582,81.48
124302,Business,Freshman,2.745,3.84,Copywriting/Drafting,2.892,70.5
124303,Medical,Freshman,2.264,12.16,Summarizing_Reading,2.238,70.14
124304,STEM,Sophomore,3.712,1.83,Copywriting/Drafting,3.879,69.99
124305,Business,Freshman,3.113,6.0,Direct_Answer_Generation,2.928,77.56
124306,STEM,Freshman,3.016,3.63,Direct_Answer_Generation,3.376,83.84
124307,STEM,Freshman,3.234,8.72,Debugging/Troubleshooting,3.785,88.46
124308,Business,Senior,2.921,2.05,Ideation,3.194,83.96
124309,Business,Freshman,3.648,10.58,Ideation,3.553,82.74
124310,Humanities,Senior,3.164,4.97,Copywriting/Drafting,3.77,100.0
124311,Business,Junior,2.589,9.64,Ideation,2.811,45.36
124312,Humanities,Senior,2.181,1.46,Ideation,2.533,72.58
124313,Humanities,Junior,3.782,6.59,Copywriting/Drafting,4.0,87.01
124314,STEM,Graduate,3.593,11.67,Debugging/Troubleshooting,3.76,85.08
124315,Humanities,Sophomore,3.278,10.17,Copywriting/Drafting,3.558,78.07
124316,Humanities,Senior,2.025,1.83,Copywriting/Drafting,2.015,60.18
124317,Business,Freshman,3.834,5.73,Summarizing_Reading,4.0,96.77
124318,STEM,Graduate,2.499,2.82,Copywriting/Drafting,3.001,75.69
124319,STEM,Freshman,3.627,27.25,Direct_Answer_Generation,3.314,48.66
124320,Business,Junior,3.527,0.88,Copywriting/Drafting,4.0,55.33
124321,Business,Junior,2.615,4.17,Ideation,2.55,49.35
124322,Humanities,Junior,3.191,0.79,Copywriting/Drafting,3.324,81.67
124323,STEM,Junior,2.988,10.42,Ideation,3.217,79.76
124324,Humanities,Junior,2.783,6.72,Copywriting/Drafting,3.064,73.91
124325,Arts,Graduate,3.493,27.24,Copywriting/Drafting,3.928,75.2
124326,Medical,Freshman,2.926,6.75,Ideation,3.058,75.91
124327,Business,Sophomore,3.699,12.17,Ideation,3.879,98.1
124328,STEM,Senior,2.93,3.84,Copywriting/Drafting,2.992,71.29
124329,Business,Sophomore,2.942,6.53,Direct_Answer_Generation,3.078,95.64
124330,STEM,Graduate,3.282,16.15,Debugging/Troubleshooting,3.754,70.33
124331,Humanities,Junior,3.422,10.32,Copywriting/Drafting,3.736,79.08
124332,STEM,Freshman,3.107,17.19,Summarizing_Reading,3.209,80.92
124333,Arts,Freshman,2.497,5.53,Debugging/Troubleshooting,2.884,52.47
124334,Business,Senior,2.17,1.45,Summarizing_Reading,2.619,55.09
124335,Business,Graduate,3.164,8.33,Ideation,3.142,61.19
124336,Business,Sophomore,3.279,1.08,Ideation,3.571,78.75
124337,STEM,Sophomore,2.613,2.03,Debugging/Troubleshooting,2.927,88.61
124338,Humanities,Graduate,3.097,9.19,Copywriting/Drafting,3.112,77.79
124339,Business,Senior,3.36,4.96,Ideation,3.791,81.2
124340,Business,Freshman,1.931,9.45,Summarizing_Reading,2.085,68.47
124341,Arts,Junior,3.651,7.27,Debugging/Troubleshooting,3.766,70.78
124342,STEM,Graduate,3.049,29.35,Debugging/Troubleshooting,3.01,74.49
124343,Arts,Junior,3.629,1.89,Copywriting/Drafting,3.873,74.76
124344,Humanities,Sophomore,3.097,1.69,Copywriting/Drafting,3.126,69.4
124345,Business,Freshman,3.617,32.6,Direct_Answer_Generation,3.278,49.06
124346,Humanities,Senior,3.163,0.66,Copywriting/Drafting,3.411,87.7
124347,Medical,Sophomore,2.803,8.88,Direct_Answer_Generation,3.187,97.15
124348,STEM,Junior,3.901,2.06,Debugging/Troubleshooting,4.0,88.05
124349,Business,Junior,2.288,6.82,Ideation,2.875,53.75
124350,Business,Junior,2.831,19.47,Debugging/Troubleshooting,3.147,90.81
124351,STEM,Sophomore,3.408,1.33,Debugging/Troubleshooting,3.928,95.25
124352,STEM,Senior,3.174,6.38,Direct_Answer_Generation,3.275,69.52
124353,Arts,Junior,3.784,5.37,Ideation,4.0,81.62
124354,STEM,Sophomore,3.69,4.64,Direct_Answer_Generation,3.576,100.0
124355,STEM,Freshman,2.948,0.52,Debugging/Troubleshooting,3.082,91.13
124356,Medical,Sophomore,1.94,8.83,Summarizing_Reading,1.984,60.77
124357,Business,Sophomore,3.265,6.28,Debugging/Troubleshooting,3.139,87.02
124358,STEM,Senior,2.245,1.52,Debugging/Troubleshooting,2.411,71.26
124359,Business,Junior,3.406,12.29,Summarizing_Reading,3.695,88.24
124360,Business,Graduate,1.696,30.23,Ideation,2.132,66.98
124361,Arts,Senior,3.394,6.67,Copywriting/Drafting,3.635,71.19
124362,Business,Junior,3.834,0.7,Debugging/Troubleshooting,3.869,65.12
124363,Arts,Freshman,3.596,0.03,Direct_Answer_Generation,3.849,64.16
124364,STEM,Sophomore,2.947,35.71,Debugging/Troubleshooting,3.165,61.16
124365,Business,Freshman,3.15,4.73,Ideation,3.032,83.1
124366,STEM,Junior,3.759,19.61,Direct_Answer_Generation,3.621,67.66
124367,STEM,Senior,2.87,23.48,Ideation,3.224,77.6
124368,Business,Senior,2.901,3.62,Summarizing_Reading,3.207,69.78
124369,STEM,Freshman,3.424,40.0,Debugging/Troubleshooting,3.661,93.06
124370,Business,Junior,3.924,2.86,Ideation,4.0,75.35
124371,Arts,Junior,3.294,0.97,Copywriting/Drafting,3.659,74.76
124372,Humanities,Junior,2.697,5.2,Copywriting/Drafting,3.187,60.1
124373,STEM,Sophomore,3.392,16.82,Direct_Answer_Generation,3.33,74.7
124374,Business,Junior,2.89,14.66,Summarizing_Reading,3.094,83.58
124375,Medical,Junior,3.413,8.16,Summarizing_Reading,3.993,72.46
124376,Business,Junior,2.86,2.33,Debugging/Troubleshooting,3.221,99.18
124377,Business,Sophomore,3.126,5.64,Summarizing_Reading,3.365,76.68
124378,STEM,Graduate,3.546,2.86,Summarizing_Reading,3.787,100.0
124379,STEM,Sophomore,3.328,6.15,Direct_Answer_Generation,3.364,69.5
124380,Business,Graduate,3.181,3.44,Copywriting/Drafting,3.496,61.46
124381,STEM,Senior,3.725,15.06,Debugging/Troubleshooting,4.0,96.82
124382,Arts,Junior,2.452,0.28,Copywriting/Drafting,2.537,93.77
124383,Humanities,Junior,3.411,1.34,Copywriting/Drafting,3.6,84.62
124384,Business,Graduate,2.782,18.72,Direct_Answer_Generation,3.031,64.16
124385,Arts,Junior,3.32,2.49,Copywriting/Drafting,3.786,66.31
124386,Arts,Senior,3.458,4.74,Summarizing_Reading,3.702,94.71
124387,Business,Senior,2.948,2.27,Ideation,3.024,59.66
124388,Medical,Graduate,1.619,16.28,Summarizing_Reading,1.981,68.43
124389,Medical,Freshman,2.89,8.58,Debugging/Troubleshooting,2.96,84.35
124390,Medical,Graduate,3.045,1.24,Copywriting/Drafting,3.118,96.37
124391,Arts,Graduate,3.803,22.4,Copywriting/Drafting,4.0,70.81
124392,Business,Sophomore,3.109,3.35,Copywriting/Drafting,3.011,89.91
124393,Business,Junior,2.747,3.86,Ideation,3.29,87.38
124394,STEM,Freshman,3.602,1.05,Debugging/Troubleshooting,3.682,75.09
124395,STEM,Freshman,3.281,12.95,Debugging/Troubleshooting,3.534,69.41
124396,STEM,Junior,3.076,1.33,Copywriting/Drafting,3.32,65.74
124397,STEM,Senior,3.311,6.06,Debugging/Troubleshooting,3.635,100.0
124398,Humanities,Junior,3.79,9.24,Copywriting/Drafting,3.93,40.15
124399,STEM,Senior,3.368,5.35,Summarizing_Reading,3.931,85.87
124400,Medical,Senior,2.509,11.93,Summarizing_Reading,2.623,71.08
124401,Arts,Freshman,2.881,4.58,Copywriting/Drafting,3.034,58.84
124402,STEM,Senior,3.07,2.2,Ideation,3.35,87.25
124403,STEM,Junior,3.241,4.82,Direct_Answer_Generation,3.508,72.34
124404,Arts,Freshman,3.407,1.43,Debugging/Troubleshooting,3.545,81.5
124405,Arts,Sophomore,3.639,2.61,Direct_Answer_Generation,3.844,89.5
124406,Medical,Sophomore,3.585,0.84,Summarizing_Reading,3.95,95.26
124407,Medical,Graduate,2.181,7.43,Summarizing_Reading,2.127,61.48
124408,Medical,Freshman,3.021,0.41,Debugging/Troubleshooting,3.303,79.05
124409,Humanities,Freshman,2.77,10.19,Ideation,3.299,56.3
124410,STEM,Senior,2.779,26.14,Debugging/Troubleshooting,2.997,88.41
124411,Arts,Graduate,3.363,28.45,Debugging/Troubleshooting,3.567,55.02
124412,STEM,Junior,3.357,13.27,Debugging/Troubleshooting,3.679,70.35
124413,Arts,Sophomore,2.668,12.96,Copywriting/Drafting,2.934,67.24
124414,Business,Sophomore,3.777,6.13,Ideation,3.828,72.83
124415,Arts,Freshman,3.128,30.77,Copywriting/Drafting,3.339,70.62
124416,STEM,Freshman,2.848,0.86,Debugging/Troubleshooting,2.793,46.28
124417,Business,Freshman,3.891,2.84,Summarizing_Reading,4.0,71.4
124418,Business,Junior,3.553,13.28,Debugging/Troubleshooting,3.802,69.36
124419,Medical,Graduate,2.6,6.93,Summarizing_Reading,2.735,82.07
124420,STEM,Senior,3.188,22.2,Debugging/Troubleshooting,3.543,70.8
124421,Medical,Junior,2.214,1.03,Debugging/Troubleshooting,2.27,52.79
124422,Arts,Junior,3.187,4.2,Copywriting/Drafting,3.517,77.4
124423,Business,Junior,3.047,10.47,Summarizing_Reading,3.222,94.44
124424,Arts,Sophomore,2.956,0.87,Ideation,2.977,100.0
124425,Business,Freshman,3.347,19.03,Ideation,3.543,59.38
124426,STEM,Junior,2.984,2.82,Debugging/Troubleshooting,3.609,88.33
124427,STEM,Junior,3.256,2.71,Ideation,3.246,63.97
124428,Arts,Graduate,3.285,0.95,Summarizing_Reading,3.435,61.49
124429,Business,Senior,2.349,7.05,Ideation,2.497,85.05
124430,STEM,Senior,3.62,6.19,Debugging/Troubleshooting,4.0,100.0
124431,Business,Freshman,3.145,0.23,Ideation,2.951,71.57
124432,Humanities,Senior,3.211,6.79,Summarizing_Reading,3.567,94.96
124433,STEM,Graduate,3.377,0.57,Copywriting/Drafting,3.739,68.32
124434,Business,Senior,3.886,3.94,Direct_Answer_Generation,4.0,99.97
124435,STEM,Senior,2.729,25.8,Debugging/Troubleshooting,3.235,85.34
124436,STEM,Graduate,3.387,29.15,Copywriting/Drafting,3.651,61.12
124437,Humanities,Sophomore,3.406,3.2,Ideation,3.55,86.69
124438,Business,Senior,2.65,10.41,Direct_Answer_Generation,2.735,72.88
124439,STEM,Sophomore,3.664,0.88,Debugging/Troubleshooting,4.0,79.61
124440,Humanities,Junior,2.734,4.86,Copywriting/Drafting,2.712,44.69
124441,STEM,Senior,3.45,5.55,Copywriting/Drafting,3.652,79.8
124442,STEM,Sophomore,2.38,10.26,Debugging/Troubleshooting,2.834,91.61
124443,STEM,Graduate,2.653,4.58,Direct_Answer_Generation,3.011,54.96
124444,STEM,Sophomore,3.132,5.54,Summarizing_Reading,3.224,83.51
124445,STEM,Freshman,2.884,40.0,Debugging/Troubleshooting,3.261,71.84
124446,Arts,Sophomore,3.661,0.57,Copywriting/Drafting,3.763,100.0
124447,Humanities,Graduate,2.493,11.19,Summarizing_Reading,2.793,64.52
124448,STEM,Sophomore,3.908,11.29,Debugging/Troubleshooting,4.0,80.18
124449,STEM,Junior,3.254,28.96,Debugging/Troubleshooting,3.979,85.68
124450,STEM,Graduate,3.236,7.7,Direct_Answer_Generation,3.503,93.36
124451,Arts,Sophomore,1.993,10.46,Direct_Answer_Generation,2.023,60.21
124452,Humanities,Freshman,3.519,1.73,Copywriting/Drafting,3.613,93.78
124453,STEM,Freshman,3.026,1.56,Ideation,3.293,78.62
124454,Humanities,Junior,3.556,9.68,Copywriting/Drafting,3.849,88.03
124455,Business,Freshman,3.838,27.82,Debugging/Troubleshooting,4.0,75.73
124456,STEM,Junior,2.71,4.51,Debugging/Troubleshooting,3.384,74.11
124457,Business,Graduate,3.11,10.67,Ideation,3.434,68.57
124458,Humanities,Senior,2.983,6.24,Summarizing_Reading,3.475,87.17
124459,STEM,Junior,3.403,21.18,Debugging/Troubleshooting,3.705,76.57
124460,Business,Graduate,2.594,8.22,Summarizing_Reading,3.085,79.15
124461,Business,Freshman,2.939,7.88,Ideation,2.889,55.05
124462,Business,Junior,3.564,1.56,Direct_Answer_Generation,3.818,83.19
124463,Humanities,Freshman,2.154,2.4,Copywriting/Drafting,2.404,69.97
124464,Business,Junior,2.618,4.09,Summarizing_Reading,3.158,59.66
124465,Humanities,Junior,3.644,18.06,Debugging/Troubleshooting,3.812,63.79
124466,Business,Sophomore,3.147,0.63,Copywriting/Drafting,3.278,56.86
124467,Business,Senior,3.627,10.73,Ideation,4.0,78.5
124468,STEM,Sophomore,1.92,40.0,Debugging/Troubleshooting,2.459,77.12
124469,Business,Junior,3.337,11.28,Ideation,3.872,75.24
124470,Business,Junior,2.621,6.88,Debugging/Troubleshooting,3.038,100.0
124471,Humanities,Junior,2.636,1.93,Copywriting/Drafting,2.814,50.66
124472,Medical,Freshman,3.358,4.26,Direct_Answer_Generation,3.737,87.2
124473,Arts,Senior,3.027,1.54,Copywriting/Drafting,3.114,84.49
124474,STEM,Freshman,3.014,13.03,Debugging/Troubleshooting,3.123,95.17
124475,Medical,Senior,1.769,8.98,Copywriting/Drafting,2.023,82.71
124476,Humanities,Sophomore,3.816,1.86,Ideation,4.0,73.34
124477,Business,Freshman,3.582,40.0,Ideation,3.82,83.29
124478,Arts,Sophomore,3.421,1.32,Copywriting/Drafting,3.706,85.57
124479,Business,Junior,3.858,28.56,Ideation,3.967,70.23
124480,Humanities,Sophomore,3.848,4.88,Ideation,3.95,96.23
124481,Medical,Freshman,2.396,16.31,Direct_Answer_Generation,2.437,100.0
124482,STEM,Freshman,3.511,9.4,Copywriting/Drafting,3.651,69.6
124483,STEM,Senior,2.967,10.64,Debugging/Troubleshooting,3.528,86.67
124484,Humanities,Graduate,3.679,5.4,Summarizing_Reading,3.935,62.58
124485,Arts,Freshman,2.868,1.81,Ideation,3.062,79.44
124486,Medical,Sophomore,3.207,13.07,Copywriting/Drafting,3.76,81.4
124487,STEM,Freshman,2.956,2.12,Ideation,3.166,62.05
124488,Arts,Graduate,2.404,0.46,Direct_Answer_Generation,2.586,93.05
124489,STEM,Junior,2.516,7.31,Summarizing_Reading,2.959,85.13
124490,Medical,Graduate,2.778,13.64,Debugging/Troubleshooting,2.779,65.37
124491,Business,Junior,3.007,3.46,Ideation,3.575,90.29
124492,STEM,Graduate,2.942,11.34,Direct_Answer_Generation,3.025,100.0
124493,STEM,Graduate,3.479,10.43,Ideation,3.652,60.06
124494,STEM,Sophomore,3.692,6.93,Debugging/Troubleshooting,4.0,89.18
124495,STEM,Senior,2.275,5.88,Debugging/Troubleshooting,2.794,100.0
124496,Arts,Senior,2.602,0.04,Summarizing_Reading,3.017,99.4
124497,STEM,Freshman,2.52,21.16,Copywriting/Drafting,2.953,93.17
124498,Medical,Junior,2.517,3.48,Direct_Answer_Generation,2.709,82.36
124499,Business,Graduate,3.421,16.84,Copywriting/Drafting,3.931,79.07
124500,Business,Graduate,2.746,0.46,Ideation,3.174,57.49
124501,STEM,Graduate,3.002,7.17,Ideation,3.367,60.76
124502,Medical,Graduate,2.715,8.44,Copywriting/Drafting,3.107,66.52
124503,Business,Senior,2.662,5.71,Debugging/Troubleshooting,2.854,67.7
124504,Arts,Sophomore,2.783,5.31,Summarizing_Reading,3.351,64.42
124505,Medical,Junior,2.51,3.35,Direct_Answer_Generation,2.478,81.3
124506,STEM,Junior,3.074,0.7,Debugging/Troubleshooting,3.357,84.41
124507,STEM,Sophomore,3.625,18.53,Summarizing_Reading,3.746,82.49
124508,Arts,Senior,2.949,4.89,Summarizing_Reading,3.207,85.17
124509,Arts,Junior,3.743,11.6,Copywriting/Drafting,4.0,89.92
124510,Business,Senior,2.776,8.21,Ideation,2.975,97.24
124511,Humanities,Sophomore,3.589,8.39,Ideation,3.355,66.62
124512,Business,Graduate,3.191,10.99,Ideation,3.454,66.22
124513,Humanities,Sophomore,3.153,0.09,Ideation,3.485,58.22
124514,STEM,Junior,3.183,13.17,Debugging/Troubleshooting,3.334,56.05
124515,Humanities,Freshman,3.391,13.23,Copywriting/Drafting,3.48,70.07
124516,STEM,Junior,2.397,28.07,Debugging/Troubleshooting,2.567,64.77
124517,Humanities,Freshman,2.727,16.96,Copywriting/Drafting,2.859,71.88
124518,Medical,Sophomore,2.722,5.24,Summarizing_Reading,2.817,65.34
124519,Arts,Graduate,3.333,5.73,Direct_Answer_Generation,3.834,66.86
124520,Medical,Graduate,2.086,7.92,Summarizing_Reading,2.422,88.79
124521,Arts,Senior,3.015,13.54,Direct_Answer_Generation,3.05,87.68
124522,Humanities,Sophomore,3.683,2.09,Copywriting/Drafting,3.862,81.18
124523,Arts,Junior,2.863,6.89,Copywriting/Drafting,2.884,70.96
124524,Medical,Sophomore,2.935,2.47,Summarizing_Reading,3.085,67.74
124525,Medical,Senior,3.57,0.22,Summarizing_Reading,3.848,74.4
124526,Business,Sophomore,3.746,0.03,Ideation,3.787,79.11
124527,STEM,Sophomore,2.738,9.08,Direct_Answer_Generation,2.845,91.65
124528,STEM,Junior,3.212,11.09,Debugging/Troubleshooting,3.494,86.18
124529,STEM,Freshman,3.521,8.38,Debugging/Troubleshooting,3.664,73.62
124530,Medical,Senior,2.666,19.29,Ideation,2.881,69.55
124531,Humanities,Freshman,2.169,0.19,Copywriting/Drafting,2.379,73.49
124532,Arts,Junior,3.619,0.9,Debugging/Troubleshooting,3.989,94.36
124533,Humanities,Sophomore,3.693,10.85,Ideation,3.874,63.24
124534,Business,Junior,3.084,5.32,Direct_Answer_Generation,3.523,95.14
124535,STEM,Sophomore,2.434,7.61,Debugging/Troubleshooting,2.77,81.81
124536,STEM,Sophomore,3.576,3.86,Debugging/Troubleshooting,4.0,98.3
124537,Humanities,Freshman,1.749,6.68,Copywriting/Drafting,1.937,65.56
124538,Business,Senior,2.608,6.16,Direct_Answer_Generation,2.844,74.42
124539,STEM,Freshman,2.852,1.4,Debugging/Troubleshooting,3.001,81.64
124540,Arts,Sophomore,3.774,4.1,Copywriting/Drafting,3.935,58.99
124541,Humanities,Junior,3.167,4.23,Ideation,3.528,64.07
124542,Arts,Freshman,3.377,7.9,Copywriting/Drafting,3.403,68.03
124543,STEM,Sophomore,3.18,0.96,Summarizing_Reading,3.39,99.35
124544,Business,Sophomore,3.538,0.14,Copywriting/Drafting,3.413,62.4
124545,STEM,Sophomore,2.159,0.43,Debugging/Troubleshooting,2.677,100.0
124546,Arts,Junior,2.983,15.59,Copywriting/Drafting,3.23,79.15
124547,Humanities,Freshman,3.158,6.88,Ideation,3.329,48.12
124548,Business,Freshman,3.789,1.79,Ideation,3.991,80.41
124549,Medical,Junior,3.794,8.62,Summarizing_Reading,3.744,61.36
124550,STEM,Junior,3.36,5.87,Debugging/Troubleshooting,3.679,83.07
124551,STEM,Sophomore,3.239,3.51,Summarizing_Reading,3.214,69.4
124552,Arts,Senior,1.831,5.01,Copywriting/Drafting,1.909,80.95
124553,Business,Junior,3.553,5.96,Ideation,3.903,82.55
124554,STEM,Junior,3.568,12.55,Debugging/Troubleshooting,3.814,83.57
124555,Humanities,Sophomore,2.299,1.34,Ideation,2.417,90.96
124556,STEM,Graduate,3.034,28.34,Ideation,3.486,77.43
124557,STEM,Senior,1.902,39.56,Debugging/Troubleshooting,2.301,93.8
124558,Humanities,Sophomore,3.4,2.87,Copywriting/Drafting,3.624,71.33
124559,Arts,Sophomore,3.719,14.43,Debugging/Troubleshooting,4.0,64.33
124560,Humanities,Senior,1.969,0.67,Debugging/Troubleshooting,2.516,76.39
124561,Business,Sophomore,2.826,1.36,Summarizing_Reading,3.151,75.87
124562,Medical,Freshman,3.453,8.93,Summarizing_Reading,3.359,61.34
124563,Humanities,Freshman,1.725,5.87,Debugging/Troubleshooting,1.886,89.55
124564,Business,Sophomore,1.938,6.03,Ideation,2.198,44.19
124565,Arts,Sophomore,2.623,4.27,Ideation,2.761,90.07
124566,STEM,Senior,2.937,9.79,Copywriting/Drafting,3.422,87.84
124567,Humanities,Junior,3.916,5.2,Direct_Answer_Generation,3.998,81.88
124568,Medical,Senior,2.551,12.18,Summarizing_Reading,3.01,68.23
124569,Medical,Sophomore,2.777,1.47,Debugging/Troubleshooting,3.213,92.48
124570,STEM,Junior,3.073,7.19,Copywriting/Drafting,3.244,74.31
124571,STEM,Graduate,2.408,15.61,Ideation,2.685,68.23
124572,STEM,Freshman,3.627,28.73,Ideation,3.996,50.37
124573,Humanities,Senior,3.437,3.13,Direct_Answer_Generation,3.507,72.31
124574,Humanities,Senior,2.318,14.34,Summarizing_Reading,2.329,83.12
